author,download_url,volume,dl_label,dl_pwd,dl_update,novel_link,update,main,alt
筏田かつら,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/和你恋爱什么，应该是不可能的 - 筏田かつら - 20220317.epub,2,b00g2qiteh,a3h1,2024-11-12,https://www.wenku8.net/book/2729.htm,2024-11-12,绝不可能爱上你,和你恋爱什么，应该是不可能的
三浦紫苑,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/没有爱的世界 - 三浦紫苑 - 20241112.epub,1,b00g2qitoh,6o0v,2024-11-12,https://www.wenku8.net/book/3795.htm,2024-11-12,没有爱的世界,
裕时悠示,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/在最想交往的女孩第一名，身边发现的小余 - 裕时悠示 - 20241110.epub,2,b00g2j07wd,aad5,2024-11-12,https://www.wenku8.net/book/3717.htm,2024-11-12,在最想交往的女孩第一名，身边发现的小余,
羽根川牧人,https://raw.githubusercontent.com/ixinzhi/lightnovel-2018to2020/master/香魅堂奇谭 - 羽根川牧人 - 20180104.epub,3,b00g2qitib,bew0,2024-11-12,https://www.wenku8.net/book/2352.htm,2024-11-12,香魅堂奇谭,
榛名千纮,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/不炫耀异能的她们更加可爱 - 榛名千纮 - 20241109.epub,1,b00g2qis9g,ddbq,2024-11-12,https://www.wenku8.net/book/3791.htm,2024-11-12,不炫耀异能的她们更加可爱,
实川えむ,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/我买了一座山～异世界生活其实也不赖～ - 实川えむ - 20241110.epub,1,b00g2qit4h,ah5s,2024-11-12,https://www.wenku8.net/book/3793.htm,2024-11-12,我买了一座山～异世界生活其实也不赖～,
七夕さとり,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/反派千金等级99～我是隐藏头目但不是魔王～(恶役千金lv.99～我是隐藏BOSS但不是魔王～) - 七夕さとり - 20241110.epub,6,b04e74b1c,dc6x,2024-11-12,https://www.wenku8.net/book/2780.htm,2024-11-12,反派千金等级99～我是隐藏头目但不是魔王～,恶役千金lv.99～我是隐藏BOSS但不是魔王～
波澜纺,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/班上高傲的大小姐在我家当女仆 - 波澜纺 - 20241110.epub,1,b00g2qiszc,i7ju,2024-11-12,https://www.wenku8.net/book/3792.htm,2024-11-12,班上高傲的大小姐在我家当女仆,
望公太,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/日常生活中的异能战斗(日常系的异能战斗) - 望公太 - 20241107.epub,13,b00g2q3ppe,87x8,2024-11-08,https://www.wenku8.net/book/1727.htm,2024-11-08,日常生活中的异能战斗,日常系的异能战斗
冰高悠,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/【好消息】我的不起眼未婚妻在家有够可爱(【喜讯】我的土妹子未婚妻，在家时却过于可爱) - 冰高悠 - 20241103.epub,8,b04e8gzve,bvzq,2024-11-05,https://www.wenku8.net/book/2972.htm,2024-11-05,【好消息】我的不起眼未婚妻在家有够可爱,【喜讯】我的土妹子未婚妻，在家时却过于可爱
大森藤野,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/在地下城寻求邂逅是否搞错了什么(期待在地下城邂逅有错吗) - 大森藤野 - 20241218.epub,外传 14,b04eto63g,599a,2024-11-04,https://www.wenku8.net/book/1508.htm,2024-11-04,在地下城寻求邂逅是否搞错了什么,期待在地下城邂逅有错吗
高村资本,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/双生恋情密不可分 - 高村资本 - 20241102.epub,5,b00g2dh8zi,4a0c,2024-11-04,https://www.wenku8.net/book/3672.htm,2024-11-04,双生恋情密不可分,
合作,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/JOJO官方外传 岸边露伴短篇小说集 - 合作 - 20241030.epub,3,b00g2pddvc,grqx,2024-11-04,https://www.wenku8.net/book/3776.htm,2024-11-04,JOJO官方外传 岸边露伴短篇小说集,
あるくひと,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/异世界漫步 - あるくひと - 20241102.epub,6,b04eamolg,ggy4,2024-11-04,https://www.wenku8.net/book/3419.htm,2024-11-04,异世界漫步,
时雨泽惠一,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/玲依的世界―Re：I―Another World Tour - 时雨泽惠一 - 20241102.epub,3,b04em79ah,5oc9,2024-11-04,https://www.wenku8.net/book/3516.htm,2024-11-04,玲依的世界―Re:I―Another World Tour,
蜗牛くも,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/BLADE＆BASTARD - 蜗牛くも - 20241102.epub,3,b04ebelfa,e1b2,2024-11-04,https://www.wenku8.net/book/3497.htm,2024-11-04,BLADE＆BASTARD,
鬼ノ城ミヤ,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/从Lv2开始开外挂的前勇者候补过着悠哉异世界生活 - 鬼ノ城ミヤ - 20241103.epub,5,b04ffy9cf,h4z4,2024-11-04,https://www.wenku8.net/book/2672.htm,2024-11-04,从Lv2开始开外挂的前勇者候补过着悠哉异世界生活,
三云岳斗,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/种马之剑 有种马之称的最强骑士，受命横刀夺爱邻国公主(swords of stallion) - 三云岳斗 - 20240806.epub,2,b00g2podwj,71ic,2024-11-04,https://www.wenku8.net/book/3500.htm,2024-11-04,种马之剑 有种马之称的最强骑士，受命横刀夺爱邻国公主,swords of stallion
天乃圣树,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/你喜欢被可爱女生攻陷吗？ - 天乃圣树 - 20241103.epub,5,b00g2pod1i,fm8r,2024-11-04,https://www.wenku8.net/book/2592.htm,2024-11-04,你喜欢被可爱女生攻陷吗？,
凪良汐,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/毁灭前的香格里拉 - 凪良汐 - 20241102.epub,1,b00g2pixmd,379o,2024-11-02,https://www.wenku8.net/book/3787.htm,2024-11-02,毁灭前的香格里拉,
深绿野分,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/窃取本书者将会… - 深绿野分 - 20241102.epub,1,b00g2pixta,hxll,2024-11-02,https://www.wenku8.net/book/3788.htm,2024-11-02,窃取本书者将会…,
合作,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/第一次的… - 合作 - 20241102.epub,1,b00g2pixij,apnl,2024-11-02,https://www.wenku8.net/book/3786.htm,2024-11-02,第一次的…,
千早茜,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/透明夜晚的香气 - 千早茜 - 20241102.epub,1,b00g2pixxe,2saj,2024-11-02,https://www.wenku8.net/book/3789.htm,2024-11-02,透明夜晚的香气,
雨宫和希,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/灰原同学重返过去，开启所向无敌的第二轮青春游戏(灰原君的青春二周目) - 雨宫和希 - 20241030.epub,7,b04esa9zg,at2m,2024-10-31,https://www.wenku8.net/book/3159.htm,2024-10-31,灰原同学重返过去，开启所向无敌的第二轮青春游戏,灰原君的青春二周目
绫奈由仁子,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/我发现了小小的百合 - 绫奈由仁子 - 20241030.epub,1,b00g2pdb2b,afgl,2024-10-31,https://www.wenku8.net/book/3784.htm,2024-10-31,我发现了小小的百合,
名取佐和子,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/星期五的书店 - 名取佐和子 - 20241029.epub,4,b04f55eva,fxaj,2024-10-30,https://www.wenku8.net/book/3197.htm,2024-10-30,星期五的书店,
绫里惠史,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/死神公女芙俐嘉不识离别 - 绫里惠史 - 20241029.epub,1,b00g2p7kvi,88wb,2024-10-29,https://www.wenku8.net/book/3783.htm,2024-10-29,死神公女芙俐嘉不识离别,
神崎凛,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/天降之物F - 神崎凛 - 20241027.epub,1,b00g2p51ne,4c93,2024-10-28,https://www.wenku8.net/book/3782.htm,2024-10-28,天降之物F,
松冈圭佑,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/JK - 松冈圭佑 - 20241027.epub,1,b00g2p50xi,660u,2024-10-28,https://www.wenku8.net/book/3779.htm,2024-10-28,JK,
田丸久深,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/无法成为女神的陆君 - 田丸久深 - 20241027.epub,1,b00g2p51bc,d596,2024-10-28,https://www.wenku8.net/book/3781.htm,2024-10-28,无法成为女神的陆君,
一穂ミチ,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/请待在有光的地方 - 一穂ミチ - 20241027.epub,1,b00g2p51ij,4ndn,2024-10-28,https://www.wenku8.net/book/3780.htm,2024-10-28,请待在有光的地方,
コイル,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/即使平日里是正经的班长也能当你的女朋友吗？ - コイル - 20241027.epub,1,b00g2p2dni,7vsj,2024-10-27,https://www.wenku8.net/book/3778.htm,2024-10-27,即使平日里是正经的班长也能当你的女朋友吗？,
望公太,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/我心里危险的东西 - 望公太 - 20241026.epub,1,b00g2nca7c,4usu,2024-10-26,https://www.wenku8.net/book/3762.htm,2024-10-26,我心里危险的东西,
中村飒希,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/无欲圣女 - 中村飒希 - 20241026.epub,1,b00g2ozq9e,bh5z,2024-10-26,https://www.wenku8.net/book/3777.htm,2024-10-26,无欲圣女,
鬼影スパナ,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/绝对不愿工作的地下城主想要一直睡懒觉 - 鬼影スパナ - 20241021.epub,11,b04e7jy0j,g5l7,2024-10-22,https://www.wenku8.net/book/2560.htm,2024-10-22,绝对不愿工作的地下城主想要一直睡懒觉,
三田诚,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/魔女推理 - 三田诚 - 20241021.epub,1,b00g2opnhe,gkqk,2024-10-22,https://www.wenku8.net/book/3775.htm,2024-10-22,魔女推理,
神田晓一郎,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/只是穿上了制服(只是穿着制服而已) - 神田晓一郎 - 20241019.epub,2,b04e7jvwd,6pu0,2024-10-20,https://www.wenku8.net/book/2988.htm,2024-10-20,只是穿上了制服,只是穿着制服而已
出井爱,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/班上最可爱的女孩子是我的完美女仆 - 出井爱 - 20241019.epub,1,b00g2oklrc,er0g,2024-10-20,https://www.wenku8.net/book/3774.htm,2024-10-20,班上最可爱的女孩子是我的完美女仆,
恵ノ岛すず,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/傲娇反派千金莉洁洛特与实况主远藤同学及解说员小林同学 - 恵ノ岛すず - 20241019.epub,EX,b00g2okizc,4hff,2024-10-20,https://www.wenku8.net/book/3032.htm,2024-10-20,傲娇反派千金莉洁洛特与实况主远藤同学及解说员小林同学,
来乐零,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/悲伤的奇美拉(悲伤奇美拉) - 来乐零 - 20241017.epub,4,b00g2oeegd,19pa,2024-10-20,https://www.wenku8.net/book/328.htm,2024-10-20,悲伤的奇美拉,悲伤奇美拉
石川博品,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/背离冬日 - 石川博品 - 20241016.epub,1,b00g2o7lna,8gwt,2024-10-16,https://www.wenku8.net/book/3773.htm,2024-10-16,背离冬日,
こばやJ,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/与美酒及学姊女友在二十岁后共谱甜蜜同居恋爱喜剧 - こばやJ - 20241013.epub,1,b00g2o2b5c,h9yo,2024-10-14,https://www.wenku8.net/book/3771.htm,2024-10-14,与美酒及学姊女友在二十岁后共谱甜蜜同居恋爱喜剧,
长山久龙,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/纵星辰陨落，你仍将歌唱 - 长山久龙 - 20241013.epub,1,b00g2o2bah,a0kf,2024-10-14,https://www.wenku8.net/book/3772.htm,2024-10-14,纵星辰陨落，你仍将歌唱,
屁负比丘尼,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/装成熟！！～大学生的恋爱喜剧不抽烟喝酒根本撑不下去！～ - 屁负比丘尼 - 20241013.epub,1,b00g2nzm2h,7dbm,2024-10-13,https://www.wenku8.net/book/3770.htm,2024-10-13,装成熟！！～大学生的恋爱喜剧不抽烟喝酒根本撑不下去！～,
枫原こうた,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/被弟控姊姊发现我其实是最强魔法士。在学园里再也无法隐藏实力 - 枫原こうた - 20241012.epub,2,b00g2881ah,g6na,2024-10-13,https://www.wenku8.net/book/3568.htm,2024-10-13,被弟控姊姊发现我其实是最强魔法士。在学园里再也无法隐藏实力,
いのり。,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/区区平民竟敢这么嚣张！ - いのり。 - 20241012.epub,3,b00g29tchc,89gb,2024-10-13,https://www.wenku8.net/book/3653.htm,2024-10-13,区区平民竟敢这么嚣张！,
冬濑,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/军人少女，要潜入皇立魔法学校了 - 冬濑 - 20241011.epub,3,b04f6h5ha,9xqc,2024-10-11,https://www.wenku8.net/book/3442.htm,2024-10-11,军人少女，要潜入皇立魔法学校了,
伏濑,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/关于我转生变成史莱姆这档事(关于我转生成为史莱姆的那件事) - 伏濑 - 20240119.epub,21,b04f05zni,i3sp,2024-10-11,https://www.wenku8.net/book/1787.htm,2024-10-11,关于我转生变成史莱姆这档事,关于我转生成为史莱姆的那件事
河野裕,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/完美谎言的最后一句话 - 河野裕 - 20241007.epub,1,b00g2no64h,57vl,2024-10-09,https://www.wenku8.net/book/3768.htm,2024-10-09,完美谎言的最后一句话,
カムリ,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/无颜之夏 - カムリ - 20241007.epub,1,b00g2no57e,a1fm,2024-10-09,https://www.wenku8.net/book/3766.htm,2024-10-09,无颜之夏,
としぞう,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/转生成为配角的我，也可以『攻略』义妹吗？ - としぞう - 20241006.epub,1,b00g2no49a,1tgc,2024-10-09,https://www.wenku8.net/book/3764.htm,2024-10-09,转生成为配角的我，也可以『攻略』义妹吗？,
岸本和叶,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/班里的人气偶像黏上了一辈子不想工作的我 - 岸本和叶 - 20241006.epub,6,b04eav48h,3wvg,2024-10-09,https://www.wenku8.net/book/3134.htm,2024-10-09,班里的人气偶像黏上了一辈子不想工作的我,
野宫有,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/反正，这个夏天都会结束 - 野宫有 - 20241005.epub,1,b00g2nca0f,bqda,2024-10-05,https://www.wenku8.net/book/3761.htm,2024-10-05,反正，这个夏天都会结束,
青叶寄,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/溺于盛夏 - 青叶寄 - 20241004.epub,1,b00g2nc9va,entz,2024-10-05,https://www.wenku8.net/book/3760.htm,2024-10-05,溺于盛夏,
绵矢莉莎,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/只要活着 - 绵矢莉莎 - 20241002.epub,2,b00g2n4kyb,7lhv,2024-10-02,https://www.wenku8.net/book/3759.htm,2024-10-02,只要活着,
古桥秀之,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/黑杖特搜官 - 古桥秀之 - 20241205.epub,2,b00g2lvkob,3fcn,2024-10-02,https://www.wenku8.net/book/3741.htm,2024-10-02,黑杖特搜官,
高冈未来,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/黑狼王与白银人质公主～在边境之地得到最爱～ - 高冈未来 - 20240927.epub,3,b04f4yvze,5cqg,2024-09-28,https://www.wenku8.net/book/3586.htm,2024-09-28,黑狼王与白银人质公主～在边境之地得到最爱～,
古宫九时,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/半梦半醒之间，月色洁白 - 古宫九时 - 20240927.epub,2,b04fehucd,ai7w,2024-09-28,https://www.wenku8.net/book/3621.htm,2024-09-28,半梦半醒之间，月色洁白,
夏目纯白,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/纯白与黄金 - 夏目纯白 - 20240927.epub,2,b04ffulvc,7x2f,2024-09-28,https://www.wenku8.net/book/3631.htm,2024-09-28,纯白与黄金,
池田明季哉,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/青春与恶魔(青春恶魔) - 池田明季哉 - 20240927.epub,3,b04ew3iob,6mxi,2024-09-28,https://www.wenku8.net/book/3350.htm,2024-09-28,青春与恶魔,青春恶魔
上智一麻,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/假想领域的极乐世界 - 上智一麻 - 20240927.epub,3,b00g2mtbqd,67kj,2024-09-28,https://www.wenku8.net/book/1904.htm,2024-09-28,假想领域的极乐世界,
晓佳奈,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/春夏秋冬代行者 - 晓佳奈 - 20240925.epub,5,b04elxc2h,2jvy,2024-09-25,https://www.wenku8.net/book/3110.htm,2024-09-25,春夏秋冬代行者,
河野裕,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/要知道有人爱你呀 - 河野裕 - 20240924.epub,1,b00g2mk7mb,c3nd,2024-09-25,https://www.wenku8.net/book/3757.htm,2024-09-25,要知道有人爱你呀,
绫里惠史,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/Arist Craisi 穴藏恶魔 - 绫里惠史 - 20240924.epub,4,b00g2mhsif,e6b6,2024-09-24,https://www.wenku8.net/book/1529.htm,2024-09-24,Arist Craisi 穴藏恶魔,
藤咲あゆな,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/水星领航员 - 藤咲あゆな - 20240922.epub,2,b00g2mf6fi,cnif,2024-09-23,https://www.wenku8.net/book/267.htm,2024-09-23,水星领航员,
日日缀郎,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/深夜重拳(深夜PUNCH 动画投稿者是吸血鬼！？) - 日日缀郎 - 20240920.epub,1,b00g2mcf7g,60g3,2024-09-22,https://www.wenku8.net/book/3754.htm,2024-09-22,深夜重拳,深夜PUNCH 动画投稿者是吸血鬼！？
城崎,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/碱性劣等生 - 城崎 - 20240922.epub,1,b00g2mcfdc,59is,2024-09-22,https://www.wenku8.net/book/3755.htm,2024-09-22,碱性劣等生,
神永学,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/心灵侦探八云 - 神永学 - 20240921.epub,短篇集,b00g2m9juf,50pv,2024-09-21,https://www.wenku8.net/book/821.htm,2024-09-21,心灵侦探八云,
タカヒロ,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/魔都精兵的奴隶 魔防队日志 - タカヒロ - 20240920.epub,1,b00g2m9j3i,8k1n,2024-09-21,https://www.wenku8.net/book/3753.htm,2024-09-21,魔都精兵的奴隶 魔防队日志,
晓贵々,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/我在当校内三大美女的小白脸 - 晓贵々 - 20240919.epub,1,b00g2ltdfi,75kt,2024-09-19,https://www.wenku8.net/book/3744.htm,2024-09-19,我在当校内三大美女的小白脸,
河野裕,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/追寻彗星的吸血鬼 - 河野裕 - 20240918.epub,1,b00g2m3tkj,f9ki,2024-09-19,https://www.wenku8.net/book/3751.htm,2024-09-19,追寻彗星的吸血鬼,
早濑マサト,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/假面骑士EVE - 早濑マサト - 20240919.epub,2,b00g2cfrih,6hsa,2024-09-19,https://www.wenku8.net/book/3664.htm,2024-09-19,假面骑士EVE,
紫ユウ,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/向恋爱顾问的挚友（♀）传达自己被人告白的话 - 紫ユウ - 20240919.epub,2,b00g2coylg,di9e,2024-09-19,https://www.wenku8.net/book/3666.htm,2024-09-19,向恋爱顾问的挚友（♀）传达自己被人告白的话,
疎陀阳,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/突然有了未婚妻，没想到对方竟是闻名全校的『蛮横千金』，这该如何是好？ - 疎陀阳 - 20240918.epub,4,b04es724f,5y08,2024-09-18,https://www.wenku8.net/book/3449.htm,2024-09-18,突然有了未婚妻，没想到对方竟是闻名全校的『蛮横千金』，这该如何是好？,
住野夜,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/恋爱与之后的一切 - 住野夜 - 20240916.epub,1,b00g2ly85i,cxhd,2024-09-17,https://www.wenku8.net/book/3749.htm,2024-09-17,恋爱与之后的一切,
冈崎マサムネ,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/跟路人一样的反派千金女扮男装谋取攻略对象的宝座 - 冈崎マサムネ - 20240915.epub,1,b00g2ly7sf,46xs,2024-09-17,https://www.wenku8.net/book/3748.htm,2024-09-17,跟路人一样的反派千金女扮男装谋取攻略对象的宝座,
冰纯,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/第十年，放弃回归的转移者才甘愿变成主角 - 冰纯 - 20240915.epub,1,b00g2ltg9a,87qe,2024-09-15,https://www.wenku8.net/book/3746.htm,2024-09-15,第十年，放弃回归的转移者才甘愿变成主角,
爱七ひろ,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/爆肝工程师的异世界狂想曲(异世界狂想曲) - 爱七ひろ - 20240915.epub,28,b04evwuif,hzm0,2024-09-15,https://www.wenku8.net/book/1715.htm,2024-09-15,爆肝工程师的异世界狂想曲,异世界狂想曲
雨糸雀,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/拼死回避全灭结局。队伍的精神出了问题。 - 雨糸雀 - 20240914.epub,1,b00g2lo5ni,5z6f,2024-09-13,https://www.wenku8.net/book/3743.htm,2024-09-13,拼死回避全灭结局。队伍的精神出了问题。,
ハイヌミ,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/你是无法死去的染灰魔女 - ハイヌミ - 20240912.epub,2,b04fbl4ne,6rb5,2024-09-12,https://www.wenku8.net/book/3614.htm,2024-09-12,你是无法死去的染灰魔女,
秋乃つかさ,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/猫JK与上班族 - 秋乃つかさ - 20240910.epub,1,b00g2liqkf,awz2,2024-09-11,https://www.wenku8.net/book/3742.htm,2024-09-11,猫JK与上班族,
冲方丁,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/Storm Bring World - 冲方丁 - 20240909.epub,2,b00g2glyhi,5smh,2024-09-10,https://www.wenku8.net/book/3700.htm,2024-09-10,Storm Bring World,
ミサキナギ,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/明明有了这么可爱的未婚妻，还会喜欢别的女孩子？ - ミサキナギ - 20240909.epub,3,b04er2r3i,frm1,2024-09-10,https://www.wenku8.net/book/3247.htm,2024-09-10,明明有了这么可爱的未婚妻，还会喜欢别的女孩子？,
一条岬,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/在谎言的世界里，我谈了一场难忘的恋爱 - 一条岬 - 20240906.epub,1,b00g2l4mcj,8uuo,2024-09-07,https://www.wenku8.net/book/3740.htm,2024-09-07,在谎言的世界里，我谈了一场难忘的恋爱,
白川绀子,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/朱华姬的亲卫 - 白川绀子 - 20240906.epub,2,b00g2l4m5c,a9gs,2024-09-07,https://www.wenku8.net/book/3739.htm,2024-09-07,朱华姬的亲卫,
冬野夜空,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/在满月之夜找到你 - 冬野夜空 - 20240904.epub,1,b00g2ktclc,2kf5,2024-09-04,https://www.wenku8.net/book/3738.htm,2024-09-04,在满月之夜找到你,
司,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/与幼小的你一起，将声音传到远方 - 司 - 20240901.epub,3,b04epmbjg,6tjp,2024-09-02,https://www.wenku8.net/book/3396.htm,2024-09-02,与幼小的你一起，将声音传到远方,
川原砾,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/加速世界 - 川原砾 - 20240519.epub,27,b00g2awr3c,akuo,2024-09-02,https://www.wenku8.net/book/381.htm,2024-09-02,加速世界,
みかみてれん,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/将放言说女生之间不可能的女孩子，在百日之内彻底攻陷的百合故事 - みかみてれん - 20241209.epub,7,b04f4yung,bj1g,2024-09-02,https://www.wenku8.net/book/2896.htm,2024-09-02,将放言说女生之间不可能的女孩子，在百日之内彻底攻陷的百合故事,
あボーン,https://raw.githubusercontent.com/ixinzhi/lightnovel-2023/master/我的网婆是超人气偶像 冰山美人的她在现实世界也想当我老婆 - あボーン - 20230707.epub,4,b04e7o56b,5tz0,2024-09-02,https://www.wenku8.net/book/3141.htm,2024-09-02,我的网婆是超人气偶像 冰山美人的她在现实世界也想当我老婆,
逢泽大介,https://raw.githubusercontent.com/ixinzhi/lightnovel-2023/master/我想成为影之强者(想要成为影之实力者) - 逢泽大介 - 20231121.epub,6,b04evl9qb,955j,2024-08-31,https://www.wenku8.net/book/2542.htm,2024-08-31,我想成为影之强者,想要成为影之实力者
,,2,b04ffg6qd,g8o4,2024-08-31,https://www.wenku8.net/book/3630.htm,2024-08-31,骄矜狂妄反派贵族的恶行恶状,
脇岡こなつ,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/为何我总是成为S级美女们的话题 - 脇岡こなつ - 20240831.epub,2,b00g29jd0b,ch5w,2024-08-31,https://www.wenku8.net/book/3651.htm,2024-08-31,为何我总是成为S级美女们的话题,
春日部武,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/不管我怎么选，都会变成SS级美少女们的目光焦点 - 春日部武 - 20240831.epub,1,b00g2kh0sf,cf3w,2024-08-31,https://www.wenku8.net/book/3737.htm,2024-08-31,不管我怎么选，都会变成SS级美少女们的目光焦点,
震电みひろ,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/因为女朋友被学长NTR了，我也要NTR学长的女朋友 - 震电みひろ - 20240830.epub,4,b04e6v7mf,5a9m,2024-08-31,https://www.wenku8.net/book/3167.htm,2024-08-31,因为女朋友被学长NTR了，我也要NTR学长的女朋友,
津田彷徨,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/无气力英雄谭 - 津田彷徨 - 20240829.epub,4,b00g2kbdxc,gx64,2024-08-29,https://www.wenku8.net/book/2127.htm,2024-08-29,无气力英雄谭,
森日向,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/献给你的故事 - 森日向 - 20240827.epub,1,b00g2k8nlc,898s,2024-08-28,https://www.wenku8.net/book/3734.htm,2024-08-28,献给你的故事,
初野晴,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/春夏推理事件簿 - 初野晴 - 20240826.epub,番外,b00g2k5wli,g03b,2024-08-27,https://www.wenku8.net/book/2006.htm,2024-08-27,春夏推理事件簿,
ぶんころり,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/田中～年龄等于单身资历的魔法师～ - ぶんころり - 20240911.epub,15,b04emw3fg,5rdv,2024-08-26,https://www.wenku8.net/book/2466.htm,2024-08-26,田中～年龄等于单身资历的魔法师～,
